Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
427;Dennis Schröder;PG;30;TOR;48;33;30.8;5;11;0.449;1.5;4.3;0.345;3.5;6.8;0.515;0.516;2.4;2.8;0.853;0.4;2.3;2.7;6.2;0.9;0.1;1.6;2.1;13.8
428;Dereon Seabron;SG;23;NOP;5;0;10.4;0.8;2.6;0.308;0.2;0.4;0.5;0.6;2.2;0.273;0.346;1;1.2;0.833;0.2;1.2;1.4;0.8;0.4;0.2;0;0.8;2.8
429;Alperen Þengün;C;21;HOU;48;48;32.6;8.6;15.9;0.544;0.6;2;0.284;8.1;13.9;0.581;0.562;3.9;5.4;0.724;2.7;6.6;9.3;5.1;1.2;0.7;2.6;3.3;21.7
430;Brice Sensabaugh;SF;20;UTA;4;0;3;0.5;1.5;0.333;0.3;0.5;0.5;0.3;1;0.25;0.417;0;0;0;0.3;0.5;0.8;0.5;0;0;0;0.3;1.3
431;Collin Sexton;SG;25;UTA;50;27;24.3;6;12.3;0.485;1.5;3.9;0.383;4.5;8.4;0.533;0.546;4.1;4.6;0.879;0.9;1.7;2.6;4.5;0.7;0.2;1.8;2;17.5
432;Landry Shamet;SG;26;WAS;31;0;14.9;2.7;6.1;0.444;1.3;3.4;0.375;1.5;2.7;0.529;0.548;1;1.3;0.795;0.3;1;1.3;1.4;0.5;0.2;0.6;1.7;7.7
433;Day'Ron Sharpe;C;22;BRK;37;1;16;3;5.2;0.575;0;0.2;0.143;3;5;0.591;0.578;1.5;2.4;0.614;2.8;4.2;7;1.4;0.5;0.9;1;2.3;7.5
434;Shaedon Sharpe;SG;20;POR;32;25;33.1;5.5;13.6;0.406;1.9;5.6;0.333;3.6;7.9;0.457;0.475;3.1;3.7;0.824;1.3;3.7;5;2.9;0.9;0.4;2.3;2.8;15.9
435;Ben Sheppard;SG;22;IND;28;0;11;1.1;3.1;0.36;0.6;2;0.281;0.5;1;0.517;0.453;0.4;0.5;0.786;0.3;1.1;1.4;0.9;0.5;0;0.2;1.4;3.2
436;Pascal Siakam;PF;29;TOT;48;48;34.4;8.4;15.9;0.529;1.1;3.4;0.327;7.3;12.5;0.585;0.565;4;5.4;0.744;1.6;4.9;6.5;4.9;0.8;0.2;2.1;2.5;22
436;Pascal Siakam;PF;29;TOR;39;39;34.7;8.3;16;0.522;1.2;3.7;0.317;7.2;12.3;0.584;0.559;4.3;5.7;0.758;1.4;4.9;6.3;4.9;0.8;0.3;2.1;2.2;22.2
436;Pascal Siakam;PF;29;IND;9;9;33.1;8.9;15.8;0.563;0.9;2.2;0.4;8;13.6;0.59;0.592;2.6;3.9;0.657;2.4;4.8;7.2;4.8;0.8;0.1;2.2;3.4;21.2
437;Ben Simmons;PG;27;BRK;8;6;27.9;3;5.1;0.585;0;0;0;3;5.1;0.585;0.585;0.1;0.5;0.25;2.8;7.5;10.3;7;0.5;0.8;2;2.9;6.1
438;Anfernee Simons;SG;24;POR;27;27;33.7;8.1;18.3;0.44;3.4;8.7;0.387;4.7;9.6;0.488;0.532;3.6;4;0.898;0.6;2.9;3.5;5.1;0.5;0.1;2.5;2.1;23.1
439;Jericho Sims;C;25;NYK;26;7;9.3;0.8;1;0.741;0;0;0;0.8;1;0.741;0.741;0.2;0.3;0.571;0.8;1.4;2.2;0.3;0.1;0.4;0.3;0.8;1.7
440;Dmytro Skapintsev;C;25;NYK;2;0;1;0;0.5;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
441;Jalen Slawson;SF;24;SAC;5;0;3.8;0.4;0.6;0.667;0;0.2;0;0.4;0.4;1;0.667;0;0;0;0;0.8;0.8;0.4;0;0.2;0.4;0.6;0.8
442;Javonte Smart;PG;24;PHI;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443;Marcus Smart;PG;29;MEM;20;20;30.3;5.1;11.9;0.43;2.1;6.7;0.313;3;5.2;0.583;0.519;2.2;2.8;0.768;0.3;2.4;2.7;4.3;2.1;0.3;3.1;2.7;14.5
444;Dennis Smith Jr.;PG;26;BRK;32;1;19.6;2.9;6.6;0.434;0.5;1.9;0.267;2.4;4.8;0.5;0.472;0.9;1.1;0.806;1;2.3;3.3;4;1.2;0.2;1.2;2.4;7.2
445;Dru Smith;SG;26;MIA;9;0;14.6;1.7;3.7;0.455;0.8;1.9;0.412;0.9;1.8;0.5;0.561;0.2;0.2;1;0.7;0.9;1.6;1.6;1;0.3;0.6;1.3;4.3
446;Ish Smith;PG;35;CHO;40;3;16.6;1.5;3.5;0.433;0.1;0.2;0.429;1.5;3.4;0.433;0.443;0.1;0.1;0.75;0.3;1.5;1.7;3.3;0.4;0.1;1.1;1.1;3.2
447;Jabari Smith Jr.;PF;20;HOU;43;43;31.4;5;10.5;0.471;1.7;4.5;0.375;3.3;6;0.542;0.551;1.8;2.2;0.811;1.9;6.5;8.4;1.5;0.6;0.7;1.2;2.8;13.4
448;Jalen Smith;C;23;IND;35;13;18.3;4.2;6.6;0.629;1.1;2.4;0.476;3;4.2;0.716;0.716;1.3;1.8;0.698;1.6;4.1;5.7;1.1;0.3;0.6;0.9;2.3;10.7
449;Nick Smith Jr.;SG;19;CHO;32;0;15.3;2.5;5.9;0.426;1.4;2.9;0.479;1.1;2.9;0.372;0.545;0.1;0.2;0.8;0.5;1;1.5;1.1;0.2;0.2;0.9;1.2;6.5
450;Terquavion Smith;PG;21;PHI;6;0;5.5;1.5;3.3;0.45;1.3;2.7;0.5;0.2;0.7;0.25;0.65;0.3;0.5;0.667;0;0;0;1.2;0.7;0;0.3;0.5;4.7
451;Jeremy Sochan;PF;20;SAS;50;49;29.5;4.5;10.2;0.439;1;2.9;0.35;3.5;7.3;0.474;0.488;1.6;2;0.775;1.9;4.3;6.2;3.7;0.7;0.5;2;2.4;11.5
452;Jaden Springer;SG;21;PHI;30;0;11.1;1.3;3.4;0.392;0.3;1.1;0.25;1.1;2.3;0.457;0.431;0.8;1;0.8;0.7;0.9;1.6;1;0.7;0.3;0.8;1.5;3.7
453;Lamar Stevens;PF;26;BOS;18;1;6.4;1.1;2.3;0.463;0.1;0.4;0.286;0.9;1.9;0.5;0.488;0.4;0.6;0.727;0.6;1;1.6;0.4;0.3;0.3;0.5;0.7;2.7
454;Isaiah Stewart;PF;22;DET;35;34;30.6;4.1;8.6;0.47;1.4;3.7;0.374;2.7;4.9;0.544;0.551;1.5;2;0.746;1.8;5;6.8;1.7;0.4;0.8;1.5;2.5;11
455;Julian Strawther;SF;21;DEN;33;0;13.9;2.2;5.6;0.384;1.1;3.5;0.322;1;2.1;0.486;0.484;0.5;0.7;0.696;0.1;1.4;1.5;1.1;0.5;0.2;0.5;1.4;5.9
456;Max Strus;SF;27;CLE;47;47;32.9;4.4;11.1;0.4;2.5;7.4;0.335;2;3.7;0.528;0.511;1.1;1.3;0.806;0.8;4.2;5;3.7;0.9;0.5;1.6;2.7;12.4
457;Jalen Suggs;SG;22;ORL;45;45;26.7;4.4;9.9;0.446;2;5.2;0.386;2.4;4.6;0.514;0.548;1.6;2;0.772;0.7;2.6;3.3;2.4;1.4;0.6;1.9;2.8;12.4
458;Cole Swider;SF;24;MIA;9;0;4.9;1;2.3;0.429;0.6;1.7;0.333;0.4;0.7;0.667;0.548;0;0;0;0.1;0.1;0.2;0.3;0.1;0.1;0.3;0.2;2.6
459;Jae'Sean Tate;SF;28;HOU;45;9;18.1;1.8;3.9;0.477;0.4;1.4;0.292;1.4;2.4;0.587;0.532;0.4;0.6;0.714;1;2.3;3.3;1.1;0.7;0.2;0.4;2.4;4.6
460;Jayson Tatum;PF;25;BOS;46;46;35.9;9.1;19.2;0.471;3;8.2;0.367;6;11;0.549;0.55;5.7;7;0.814;0.9;7.5;8.4;4.4;1;0.6;2.6;2.1;26.8
461;Terry Taylor;PF;24;CHI;18;0;7.3;0.8;1.6;0.536;0.1;0.4;0.143;0.8;1.2;0.667;0.554;0.1;0.1;1;0.8;0.7;1.5;0.3;0.2;0.1;0.4;0.7;1.8
462;Garrett Temple;SG;37;TOR;14;0;3.9;0.4;1.2;0.353;0.1;0.5;0.286;0.3;0.7;0.4;0.412;0.3;0.3;1;0.3;0.4;0.7;0.4;0.1;0;0.2;0.3;1.3
463;Dalen Terry;SG;21;CHI;32;1;9.7;0.8;2.1;0.373;0.3;1.2;0.211;0.5;0.9;0.586;0.433;0.5;0.7;0.727;0.3;1.3;1.6;1.2;0.3;0.3;0.5;1.2;2.3
464;Daniel Theis;C;31;TOT;37;1;17.3;2.6;4.9;0.536;0.4;1;0.395;2.2;3.9;0.573;0.577;0.8;1.1;0.707;1.5;2.1;3.6;1;0.5;0.9;0.7;2.4;6.4
464;Daniel Theis;C;31;IND;1;0;8;1;4;0.25;0;1;0;1;3;0.333;0.25;0;0;0;0;0;0;0;0;0;0;1;2
464;Daniel Theis;C;31;LAC;36;1;17.6;2.7;4.9;0.542;0.4;1;0.405;2.3;3.9;0.579;0.585;0.8;1.1;0.707;1.6;2.2;3.7;1.1;0.5;0.9;0.7;2.4;6.6
465;Cam Thomas;SG;22;BRK;39;24;29.2;7.8;17.3;0.453;2;5.5;0.363;5.8;11.8;0.495;0.51;4;4.8;0.829;0.3;2.4;2.7;2.4;0.6;0.3;1.8;2;21.7
466;Amen Thompson;SF;21;HOU;29;1;16.6;2.6;5.3;0.497;0.2;1.2;0.171;2.4;4.1;0.593;0.516;1.3;1.9;0.696;1.1;3.3;4.4;2.2;1.1;0.4;1.3;2.1;6.8
467;Ausar Thompson;SF;21;DET;48;24;23.5;3.4;7.1;0.469;0.2;1.6;0.143;3.1;5.5;0.564;0.485;1.2;1.8;0.644;2.1;4.4;6.6;1.9;0.9;0.9;1.3;2.8;8.1
468;Klay Thompson;SF;33;GSW;44;44;30.9;6.1;14.6;0.415;3.3;8.9;0.374;2.7;5.7;0.478;0.529;1.8;2;0.91;0.5;2.9;3.4;2.3;0.6;0.5;1.6;1.9;17.3
469;Tristan Thompson;PF;32;CLE;36;0;12.4;1.7;2.6;0.649;0;0;0;1.7;2.6;0.656;0.649;0.4;1.2;0.31;1.6;2.3;3.9;1.1;0.2;0.3;0.6;1.4;3.8
470;JT Thor;PF;21;CHO;39;1;13.8;1.3;3.5;0.365;0.5;1.5;0.317;0.8;2;0.403;0.434;0.2;0.3;0.538;1;1.6;2.6;0.4;0.2;0.4;0.3;1;3.2
471;Matisse Thybulle;SF;26;POR;47;15;22.7;2;4.7;0.414;1.4;3.7;0.364;0.6;1;0.609;0.559;0.3;0.3;0.813;0.4;1.5;2;1.1;1.5;0.8;0.6;1.4;5.6
472;Xavier Tillman Sr.;C;25;MEM;34;13;20.6;2.6;6.3;0.408;0.4;1.6;0.226;2.2;4.7;0.469;0.437;0.5;1.3;0.419;1.6;3;4.6;1.7;1.2;1;0.9;1.8;6
473;Jacob Toppin;SF;23;NYK;3;0;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0.3;0;0;0
474;Obi Toppin;PF;25;IND;50;28;23;4.4;7.8;0.567;1.3;3.2;0.394;3.1;4.6;0.689;0.648;1.1;1.4;0.761;1.1;2.9;4;1.6;0.5;0.5;0.8;2;11.1
475;Juan Toscano-Anderson;SF;30;SAC;11;0;4.8;0.3;1.1;0.25;0.1;0.4;0.25;0.2;0.7;0.25;0.292;0;0;0;0.4;0.9;1.3;0.4;0.1;0.1;0.2;1;0.6
476;Karl-Anthony Towns;PF;28;MIN;48;48;33.3;8.1;15.7;0.52;2.2;5;0.438;5.9;10.6;0.559;0.59;4.2;4.8;0.873;1.4;7.2;8.6;3.1;0.7;0.6;2.9;3.3;22.7
477;Gary Trent Jr.;SG;25;TOR;43;13;26.1;4.4;10.3;0.431;2.4;5.8;0.423;2;4.5;0.441;0.55;0.7;1;0.651;0.3;1.9;2.2;1.5;0.8;0.1;0.7;1.3;12
478;Oscar Tshiebwe;PF;24;IND;6;0;5.7;1.3;2.7;0.5;0;0;0;1.3;2.7;0.5;0.5;0.8;1;0.833;1;1;2;0.3;0.3;0;0;0.2;3.5
479;P.J. Tucker;PF;38;TOT;15;3;15.9;0.4;1.3;0.316;0.3;1.1;0.313;0.1;0.2;0.333;0.447;0.2;0.2;1;1.1;1.8;2.9;0.5;0.6;0.2;0.3;2.3;1.3
479;P.J. Tucker;PF;38;PHI;3;3;22;0.7;1.7;0.4;0.7;1.7;0.4;0;0;0;0.6;0;0;0;0.3;4.3;4.7;0;1;0.7;0.7;3;2
479;P.J. Tucker;PF;38;LAC;12;0;14.4;0.3;1.2;0.286;0.3;0.9;0.273;0.1;0.3;0.333;0.393;0.3;0.3;1;1.3;1.2;2.4;0.7;0.5;0.1;0.2;2.2;1.2
480;Myles Turner;C;27;IND;47;47;27.3;6.1;11.8;0.518;1.4;4;0.337;4.8;7.8;0.612;0.576;3.3;4.3;0.785;1.7;5.3;6.9;1.3;0.5;1.8;1.5;3.2;17
481;Hunter Tyson;PF;23;DEN;9;0;3;0.1;0.8;0.143;0;0.7;0;0.1;0.1;1;0.143;0;0;0;0;0.7;0.7;0.1;0;0;0.2;0.7;0.2
482;Stanley Umude;SG;24;DET;15;0;10.3;1.3;2.9;0.455;0.9;1.8;0.519;0.4;1.1;0.353;0.614;1.4;1.5;0.913;0.2;1.7;1.9;0.5;0.3;0.3;0.7;1.6;5
483;Jonas Valan?i?nas;C;31;NOP;49;49;26.3;5.6;9.8;0.573;0.6;1.8;0.345;5;8;0.624;0.605;2.4;3;0.791;2.6;7;9.7;2.4;0.5;1.1;1.4;3;14.2
484;Jarred Vanderbilt;PF;24;LAL;29;6;20;2;3.9;0.518;0.3;0.9;0.296;1.8;3;0.586;0.553;0.8;1.2;0.667;1.4;3.3;4.8;1.2;1.2;0.2;1;1.5;5.2
485;Fred VanVleet;PG;29;HOU;46;46;36.8;5.5;13.5;0.41;2.9;7.7;0.375;2.7;5.8;0.457;0.517;2.6;3.1;0.858;0.4;3.4;3.8;8.3;1.1;0.9;1.6;2.3;16.6
486;Devin Vassell;SG;23;SAS;45;39;31.6;6.8;14.6;0.467;2.5;6.8;0.366;4.4;7.8;0.555;0.552;2.5;3.1;0.801;0.4;3.3;3.6;3.6;1.1;0.3;1.4;1;18.7
487;Sasha Vezenkov;PF;28;SAC;33;0;12.7;2.2;4.8;0.456;1.1;2.9;0.375;1.1;1.9;0.581;0.57;0.2;0.3;0.7;0.9;1.7;2.6;0.4;0.5;0.2;0.3;0.9;5.7
488;Gabe Vincent;PG;27;LAL;5;0;25.4;2.4;6.4;0.375;0.4;3.4;0.118;2;3;0.667;0.406;0.2;0.4;0.5;0.4;0.6;1;3;1.2;0;0.4;2.4;5.4
489;Nikola Vu?evi?;C;33;CHI;45;43;33.9;7.4;15.5;0.475;1.1;4;0.269;6.3;11.4;0.548;0.51;1.3;1.5;0.868;2.6;8;10.6;3.5;0.7;0.8;1.5;2.5;17.1
490;Dean Wade;PF;27;CLE;40;30;21.8;1.9;4.5;0.411;1.5;3.9;0.394;0.3;0.6;0.52;0.581;0.4;0.5;0.789;0.8;3.6;4.4;0.9;0.9;0.4;0.5;2;5.6
491;Franz Wagner;SF;22;ORL;41;41;33;7.5;16.1;0.465;1.5;5;0.305;6;11.1;0.536;0.512;3.9;4.5;0.854;1.1;4.6;5.7;4;1.1;0.3;2;2.4;20.3
492;Moritz Wagner;C;26;ORL;47;1;18.8;4.3;7.4;0.583;0.5;1.6;0.329;3.8;5.8;0.654;0.619;2.3;2.9;0.793;1.6;3.1;4.6;1.2;0.5;0.3;1.1;2.2;11.4
493;Ish Wainright;SF;29;POR;7;0;6.6;0.9;2.6;0.333;0.9;2.3;0.375;0;0.3;0;0.5;0.3;0.3;1;0;1.3;1.3;0;0.3;0.1;0.1;0.6;2.9
494;Jabari Walker;SF;21;POR;45;11;21.4;3;6.4;0.476;0.6;2;0.295;2.4;4.4;0.556;0.521;1.8;2.4;0.755;1.9;4.4;6.4;0.8;0.6;0.4;1;2.3;8.4
495;Jarace Walker;PF;20;IND;16;0;10.7;1.8;4.1;0.431;0.8;1.9;0.387;1;2.1;0.471;0.523;0.4;0.4;0.857;0.5;1.3;1.8;1.3;0.6;0.4;0.6;1;4.6
496;Lonnie Walker IV;SG;25;BRK;30;0;19.3;4.5;9.5;0.475;2.2;5.1;0.435;2.3;4.3;0.523;0.593;1.1;1.4;0.767;0.3;1.9;2.2;1.6;0.7;0.3;1.1;1.3;12.3
497;Cason Wallace;SG;20;OKC;49;8;21.1;2.6;5.1;0.514;1.1;2.7;0.423;1.5;2.5;0.612;0.624;0.4;0.5;0.833;0.6;1.7;2.3;1.4;0.7;0.4;0.5;1.8;6.8
498;Jordan Walsh;SF;19;BOS;2;0;3;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;2.5;2.5;0.5;0;0;0;0;0
499;P.J. Washington;PF;25;CHO;41;17;29;5.1;11.4;0.449;1.9;5.6;0.338;3.2;5.9;0.554;0.531;1.5;2;0.741;1.2;3.9;5.1;2.2;0.9;0.8;1.6;2.6;13.6
500;TyTy Washington Jr.;PG;22;MIL;2;0;3;0.5;1.5;0.333;0.5;1;0.5;0;0.5;0;0.5;0;0;0;0;0.5;0.5;0;0.5;0;1;0;1.5
501;Yuta Watanabe;SF;29;PHO;27;0;13.9;1.2;3.4;0.344;0.9;2.7;0.315;0.3;0.7;0.45;0.468;0.4;0.6;0.667;0.4;1.3;1.7;0.4;0.3;0.3;0.6;1.3;3.6
502;Lindy Waters III;SG;26;OKC;19;0;7.8;1;2.4;0.422;0.9;2.2;0.405;0.1;0.2;0.667;0.611;0;0;0;0.1;1;1.1;0.6;0;0.2;0.2;0.7;2.9
503;Trendon Watford;PF;23;BRK;34;0;11.7;2.3;4.2;0.545;0.3;0.9;0.367;2;3.3;0.593;0.584;0.7;0.9;0.828;0.9;1.9;2.7;1.5;0.4;0.2;0.7;1.6;5.6
504;Peyton Watson;SF;21;DEN;48;3;17.9;2.6;5.6;0.474;0.7;2.1;0.33;2;3.5;0.56;0.535;1;1.4;0.696;0.6;2.2;2.8;1;0.5;0.9;0.6;1.8;7
505;Victor Wembanyama;C;20;SAS;44;44;28.6;7.5;16.2;0.462;1.5;4.9;0.301;6;11.3;0.532;0.508;4;4.9;0.813;2.3;8;10.3;3.2;1.2;3.1;3.4;2.3;20.4
506;Blake Wesley;SG;20;SAS;29;1;11.7;1.5;3.1;0.483;0.1;0.7;0.105;1.4;2.4;0.586;0.494;0.4;0.9;0.52;0.2;0.9;1.1;2.3;0.5;0.1;0.6;1.4;3.5
507;Russell Westbrook;PG;35;LAC;47;10;23;4.6;9.8;0.472;0.7;2.3;0.296;4;7.5;0.525;0.506;1.6;2.4;0.67;1.5;4.1;5.7;4.8;1.1;0.4;2.1;1.8;11.6
508;Coby White;PG;23;CHI;50;50;36;6.9;14.9;0.463;2.8;7.1;0.394;4.1;7.8;0.526;0.557;2.6;3.2;0.818;0.5;4.2;4.7;5.1;0.7;0.3;2.2;2.3;19.2
509;Derrick White;SG;29;BOS;45;45;32.1;5.4;11.8;0.456;2.6;6.7;0.397;2.7;5.1;0.532;0.568;2.3;2.5;0.895;0.7;3.3;4;4.8;1;1.2;1.6;2.2;15.7
510;Cam Whitmore;SF;19;HOU;25;1;16.7;4.4;8.9;0.491;1.6;4.1;0.398;2.7;4.8;0.571;0.583;1.4;2.1;0.673;0.8;3.1;3.8;0.4;0.7;0.2;0.6;1.3;11.8
511;Aaron Wiggins;SG;25;OKC;46;0;13.6;2.3;3.8;0.599;0.7;1.3;0.542;1.6;2.6;0.627;0.689;0.5;0.7;0.75;0.6;1.7;2.3;0.9;0.5;0.1;0.5;1.2;5.8
512;Andrew Wiggins;SF;28;GSW;42;31;27.1;4.6;10.6;0.437;1;3.1;0.311;3.7;7.5;0.49;0.483;1.9;2.7;0.717;1.6;2.6;4.2;1.5;0.4;0.5;1.3;2.3;12.2
513;Lindell Wigginton;PG;25;MIL;3;0;2.7;0.7;1.7;0.4;0;0.7;0;0.7;1;0.667;0.4;0.7;0.7;1;0;0;0;0;0;0;0.3;0.3;2
514;Brandon Williams;PG;24;DAL;7;0;6.1;1.1;2.3;0.5;0.3;0.7;0.4;0.9;1.6;0.545;0.563;0.7;1.3;0.556;0.3;0.4;0.7;1.1;0.1;0.1;0.3;0.1;3.3
515;Grant Williams;PF;25;DAL;45;33;26.5;2.8;6.8;0.41;1.7;4.5;0.373;1.1;2.3;0.485;0.534;0.8;1.1;0.729;1;2.6;3.5;1.8;0.5;0.6;1.1;3;8.1
516;Jalen Williams;PF;22;OKC;44;44;31.9;7.3;13.5;0.539;1.4;3.2;0.45;5.9;10.4;0.566;0.591;2.6;3.3;0.806;0.5;3.5;4;4.5;1.1;0.5;1.7;2.7;18.7
517;Jaylin Williams;C;21;OKC;41;0;12.2;1.3;3.2;0.405;0.7;2;0.349;0.6;1.2;0.5;0.515;0.4;0.5;0.842;0.5;2.7;3.2;1.3;0.4;0.4;0.4;1.5;3.7
518;Jeenathan Williams;SG;24;HOU;7;0;7.9;1.4;3.3;0.435;0.1;0.4;0.333;1.3;2.9;0.45;0.457;0.6;0.7;0.8;0.7;0.1;0.9;0.4;0.3;0;0.1;0.7;3.6
519;Kenrich Williams;PF;29;OKC;38;1;15;1.9;3.9;0.473;0.8;2.1;0.397;1.1;1.9;0.556;0.577;0.1;0.3;0.3;0.8;2.2;2.9;1.2;0.6;0.2;0.4;1.4;4.6
520;Mark Williams;C;22;CHO;19;19;26.7;5.2;7.9;0.649;0;0;0;5.2;7.9;0.649;0.649;2.4;3.4;0.719;4;5.7;9.7;1.2;0.8;1.1;0.9;2.6;12.7
521;Patrick Williams;PF;22;CHI;43;30;27.3;3.7;8.3;0.443;1.4;3.4;0.399;2.3;4.9;0.474;0.525;1.2;1.5;0.788;1.1;2.8;3.9;1.5;0.9;0.8;1.3;2;10
522;Robert Williams;C;26;POR;6;0;19.8;2.8;4.3;0.654;0;0;0;2.8;4.3;0.654;0.654;1.2;1.5;0.778;1.8;4.5;6.3;0.8;1.2;1.2;1.2;2.8;6.8
523;Vince Williams Jr.;SG;23;MEM;38;19;25.2;2.8;6.3;0.444;1.5;4.1;0.377;1.3;2.2;0.565;0.565;1.7;2.2;0.786;1.3;4.2;5.5;2.2;0.7;0.7;1.2;2.5;8.8
524;Ziaire Williams;SF;22;MEM;44;9;18.8;2.7;7;0.39;1.1;3.5;0.314;1.6;3.5;0.467;0.469;1.1;1.3;0.831;0.7;2.7;3.4;1.5;0.6;0.2;1.3;1.7;7.7
525;Zion Williamson;PF;23;NOP;39;39;30.4;8.8;15;0.589;0.1;0.3;0.364;8.7;14.7;0.593;0.592;4.5;6.8;0.668;1.7;3.8;5.5;4.6;1;0.4;2.6;2.4;22.3
526;Jalen Wilson;PF;23;BRK;11;0;9.5;1.5;2.9;0.5;0.2;0.7;0.25;1.3;2.2;0.583;0.531;1.4;1.4;1;1.4;0.8;2.2;0.8;0.3;0.1;0.3;0.8;4.5
527;Dylan Windler;SF;27;TOT;6;0;2.7;0.7;1.2;0.571;0.7;1;0.667;0;0.2;0;0.857;0;0;0;0;0.5;0.5;0.5;0;0;0;0.3;2
527;Dylan Windler;SF;27;NYK;3;0;2.3;0.3;0.7;0.5;0.3;0.7;0.5;0;0;0;0.75;0;0;0;0;0.3;0.3;0.3;0;0;0;0.3;1
527;Dylan Windler;SF;27;LAL;3;0;3;1;1.7;0.6;1;1.3;0.75;0;0.3;0;0.9;0;0;0;0;0.7;0.7;0.7;0;0;0;0.3;3
528;James Wiseman;C;22;DET;30;0;14.2;2.6;3.8;0.678;0;0.1;0;2.6;3.8;0.69;0.678;0.7;1.2;0.629;1.4;2.7;4;0.6;0.1;0.7;0.8;1.9;5.9
529;Christian Wood;PF;28;LAL;45;1;18;2.4;5.4;0.456;0.7;2.3;0.305;1.7;3;0.574;0.523;1.3;1.9;0.686;0.8;4.4;5.2;1;0.3;0.7;1.1;1.4;6.9
530;Delon Wright;PG;31;WAS;27;0;15.3;1.6;4.1;0.387;0.5;1.3;0.382;1.1;2.9;0.39;0.446;0.8;1;0.815;0.4;1.6;2;2.8;1.1;0.3;0.4;0.7;4.5
531;Thaddeus Young;PF;35;TOR;20;6;15.1;2.4;4;0.608;0.1;0.3;0.2;2.4;3.7;0.635;0.614;0.2;0.5;0.4;1.2;1.8;3;2.2;0.8;0.1;0.5;1.8;5.1
532;Trae Young;PG;25;ATL;44;44;36.6;8.5;19.7;0.433;3.4;9;0.383;5.1;10.8;0.474;0.52;6.8;8;0.86;0.5;2.3;2.8;10.9;1.5;0.2;4.3;2;27.3
533;Omer Yurtseven;C;25;UTA;27;6;9.8;1.4;3;0.488;0.1;0.6;0.2;1.3;2.4;0.554;0.506;0.2;0.4;0.545;1.3;2.5;3.9;0.5;0.1;0.4;0.9;1.3;3.2
534;Cody Zeller;C;31;NOP;34;0;8.3;0.6;1.5;0.392;0;0.1;0.333;0.6;1.4;0.396;0.402;0.6;1;0.6;1.1;1.6;2.7;1;0.2;0.1;0.4;1.1;1.8
535;Ivica Zubac;C;26;LAC;38;38;27.1;5.3;8.1;0.655;0;0;0;5.3;8.1;0.655;0.655;1.8;2.8;0.648;3.3;6.5;9.7;1.3;0.2;1.4;1.1;2.9;12.4
